date,narration,debit,credit,balance,account_number
2024-01-20 12:00:00,TRANSFER TO JOHN DOE,50000,0,4663000,1234567890
2024-01-20 18:00:00,TRANSFER TO JOHN DOE,5000,0,4658000,1234567890
2024-01-21 00:00:00,TRANSFER TO JOHN DOE,5000,0,4653000,1234567890
2024-01-21 06:00:00,BANK CHARGE COMMISSION,184000,0,4469000,1234567890
2024-01-21 12:00:00,TRANSFER TO JOHN DOE,184000,0,4285000,1234567890
2024-01-21 18:00:00,TRANSFER TO JOHN DOE,5000,0,4280000,1234567890
2024-01-22 00:00:00,TRANSFER TO JOHN DOE,184000,0,4096000,1234567890
2024-01-22 06:00:00,POS PURCHASE VENDOR X,184000,0,3912000,1234567890
2024-01-22 12:00:00,TRANSFER TO JOHN DOE,15000,0,3897000,1234567890
2024-01-22 18:00:00,BANK CHARGE COMMISSION,15000,0,3882000,1234567890
2024-01-23 00:00:00,INWARD TRANSFER,0,0,3882000,1234567890
2024-01-23 06:00:00,SALARY PAYMENT,0,0,3882000,1234567890
2024-01-23 12:00:00,SALARY PAYMENT,5000,0,3877000,1234567890
2024-01-23 18:00:00,SALARY PAYMENT,5000,0,3872000,1234567890
2024-01-24 00:00:00,POS PURCHASE VENDOR X,5000,0,3867000,1234567890
2024-01-24 06:00:00,ATM WITHDRAWAL,5000,0,3862000,1234567890
2024-01-24 12:00:00,SALARY PAYMENT,184000,0,3678000,1234567890
2024-01-24 18:00:00,ATM WITHDRAWAL,0,0,3678000,1234567890
2024-01-25 00:00:00,BANK CHARGE COMMISSION,5000,0,3673000,1234567890
2024-01-25 06:00:00,POS PURCHASE VENDOR X,15000,0,3658000,1234567890
2024-01-25 12:00:00,SALARY PAYMENT,184000,0,3474000,1234567890
2024-01-25 18:00:00,POS PURCHASE VENDOR X,0,2400000,5874000,1234567890
2024-01-26 00:00:00,ATM WITHDRAWAL,184000,0,5690000,1234567890
2024-01-26 06:00:00,INWARD TRANSFER,50000,0,5640000,1234567890
2024-01-26 12:00:00,TRANSFER TO JOHN DOE,5000,0,5635000,1234567890
2024-01-26 18:00:00,INWARD TRANSFER,15000,0,5620000,1234567890
2024-01-27 00:00:00,POS PURCHASE VENDOR X,0,0,5620000,1234567890
2024-01-27 06:00:00,SALARY PAYMENT,184000,0,5436000,1234567890
2024-01-27 12:00:00,BANK CHARGE COMMISSION,0,100000,5536000,1234567890
2024-01-27 18:00:00,INWARD TRANSFER,50000,0,5486000,1234567890
2024-01-28 00:00:00,INWARD TRANSFER,15000,0,5471000,1234567890
2024-01-28 06:00:00,SALARY PAYMENT,184000,0,5287000,1234567890
2024-01-28 12:00:00,POS PURCHASE VENDOR X,50000,0,5237000,1234567890
2024-01-28 18:00:00,SALARY PAYMENT,15000,0,5222000,1234567890
2024-01-29 00:00:00,ATM WITHDRAWAL,5000,0,5217000,1234567890
2024-01-29 06:00:00,POS PURCHASE VENDOR X,0,2400000,7617000,1234567890
2024-01-29 12:00:00,INWARD TRANSFER,50000,0,7567000,1234567890
2024-01-29 18:00:00,INWARD TRANSFER,0,2400000,9967000,1234567890
2024-01-30 00:00:00,BANK CHARGE COMMISSION,0,100000,10067000,1234567890
2024-01-30 06:00:00,INWARD TRANSFER,50000,0,10017000,1234567890
2024-01-30 12:00:00,BANK CHARGE COMMISSION,50000,0,9967000,1234567890
2024-01-30 18:00:00,INWARD TRANSFER,184000,0,9783000,1234567890
2024-01-31 00:00:00,ATM WITHDRAWAL,15000,0,9768000,1234567890
2024-01-31 06:00:00,INWARD TRANSFER,5000,0,9763000,1234567890
2024-01-31 12:00:00,BANK CHARGE COMMISSION,15000,0,9748000,1234567890
2024-01-31 18:00:00,BANK CHARGE COMMISSION,5000,0,9743000,1234567890
2024-02-01 00:00:00,BANK CHARGE COMMISSION,5000,0,9738000,1234567890
2024-02-01 06:00:00,INWARD TRANSFER,184000,0,9554000,1234567890
2024-02-01 12:00:00,BANK CHARGE COMMISSION,15000,0,9539000,1234567890
2024-02-01 18:00:00,TRANSFER TO JOHN DOE,50000,0,9489000,1234567890
2024-02-02 00:00:00,ATM WITHDRAWAL,0,100000,9589000,1234567890
2024-02-02 06:00:00,INWARD TRANSFER,184000,0,9405000,1234567890
2024-02-02 12:00:00,BANK CHARGE COMMISSION,184000,0,9221000,1234567890
2024-02-02 18:00:00,ATM WITHDRAWAL,184000,0,9037000,1234567890
2024-02-03 00:00:00,INWARD TRANSFER,50000,0,8987000,1234567890
2024-02-03 06:00:00,ATM WITHDRAWAL,0,0,8987000,1234567890
2024-02-03 12:00:00,TRANSFER TO JOHN DOE,5000,0,8982000,1234567890
2024-02-03 18:00:00,INWARD TRANSFER,50000,0,8932000,1234567890
2024-02-04 00:00:00,BANK CHARGE COMMISSION,15000,0,8917000,1234567890
2024-02-04 06:00:00,POS PURCHASE VENDOR X,15000,0,8902000,1234567890
2024-02-04 12:00:00,BANK CHARGE COMMISSION,50000,0,8852000,1234567890
2024-02-04 18:00:00,INWARD TRANSFER,184000,0,8668000,1234567890
2024-02-05 00:00:00,BANK CHARGE COMMISSION,50000,0,8618000,1234567890
2024-02-05 06:00:00,POS PURCHASE VENDOR X,0,2400000,11018000,1234567890
2024-02-05 12:00:00,POS PURCHASE VENDOR X,5000,0,11013000,1234567890
2024-02-05 18:00:00,POS PURCHASE VENDOR X,5000,0,11008000,1234567890
2024-02-06 00:00:00,BANK CHARGE COMMISSION,5000,0,11003000,1234567890
2024-02-06 06:00:00,INWARD TRANSFER,5000,0,10998000,1234567890
2024-02-06 12:00:00,BANK CHARGE COMMISSION,184000,0,10814000,1234567890
2024-02-06 18:00:00,POS PURCHASE VENDOR X,15000,0,10799000,1234567890
2024-02-07 00:00:00,TRANSFER TO JOHN DOE,15000,0,10784000,1234567890
2024-02-07 06:00:00,POS PURCHASE VENDOR X,50000,0,10734000,1234567890
2024-02-07 12:00:00,SALARY PAYMENT,5000,0,10729000,1234567890
2024-02-07 18:00:00,POS PURCHASE VENDOR X,15000,0,10714000,1234567890
2024-02-08 00:00:00,SALARY PAYMENT,0,100000,10814000,1234567890
2024-02-08 06:00:00,INWARD TRANSFER,50000,0,10764000,1234567890
2024-02-08 12:00:00,BANK CHARGE COMMISSION,184000,0,10580000,1234567890
2024-02-08 18:00:00,INWARD TRANSFER,15000,0,10565000,1234567890
2024-02-09 00:00:00,BANK CHARGE COMMISSION,5000,0,10560000,1234567890
2024-02-09 06:00:00,SALARY PAYMENT,184000,0,10376000,1234567890
2024-02-09 12:00:00,POS PURCHASE VENDOR X,0,100000,10476000,1234567890
2024-02-09 18:00:00,POS PURCHASE VENDOR X,0,2400000,12876000,1234567890
2024-02-10 00:00:00,POS PURCHASE VENDOR X,0,2400000,15276000,1234567890
2024-02-10 06:00:00,BANK CHARGE COMMISSION,184000,0,15092000,1234567890
2024-02-10 12:00:00,POS PURCHASE VENDOR X,15000,0,15077000,1234567890
2024-02-10 18:00:00,INWARD TRANSFER,15000,0,15062000,1234567890
2024-02-11 00:00:00,INWARD TRANSFER,5000,0,15057000,1234567890
2024-02-11 06:00:00,POS PURCHASE VENDOR X,184000,0,14873000,1234567890
2024-02-11 12:00:00,TRANSFER TO JOHN DOE,15000,0,14858000,1234567890
2024-02-11 18:00:00,BANK CHARGE COMMISSION,50000,0,14808000,1234567890
2024-02-12 00:00:00,TRANSFER TO JOHN DOE,5000,0,14803000,1234567890
2024-02-12 06:00:00,SALARY PAYMENT,15000,0,14788000,1234567890
2024-02-12 12:00:00,POS PURCHASE VENDOR X,50000,0,14738000,1234567890
2024-02-12 18:00:00,TRANSFER TO JOHN DOE,5000,0,14733000,1234567890
2024-02-13 00:00:00,BANK CHARGE COMMISSION,0,0,14733000,1234567890
2024-02-13 06:00:00,SALARY PAYMENT,0,0,14733000,1234567890
2024-02-13 12:00:00,BANK CHARGE COMMISSION,50000,0,14683000,1234567890
2024-02-13 18:00:00,TRANSFER TO JOHN DOE,0,2400000,17083000,1234567890
2024-02-14 00:00:00,SALARY PAYMENT,50000,0,17033000,1234567890
2024-02-14 06:00:00,ATM WITHDRAWAL,5000,0,17028000,1234567890
2024-02-14 12:00:00,SALARY PAYMENT,15000,0,17013000,1234567890
2024-02-14 18:00:00,BANK CHARGE COMMISSION,5000,0,17008000,1234567890
2024-02-15 00:00:00,POS PURCHASE VENDOR X,50000,0,16958000,1234567890
2024-02-15 06:00:00,POS PURCHASE VENDOR X,184000,0,16774000,1234567890
2024-02-15 12:00:00,POS PURCHASE VENDOR X,184000,0,16590000,1234567890
2024-02-15 18:00:00,SALARY PAYMENT,50000,0,16540000,1234567890
2024-02-16 00:00:00,SALARY PAYMENT,0,100000,16640000,1234567890
2024-02-16 06:00:00,ATM WITHDRAWAL,50000,0,16590000,1234567890
2024-02-16 12:00:00,POS PURCHASE VENDOR X,15000,0,16575000,1234567890
2024-02-16 18:00:00,TRANSFER TO JOHN DOE,5000,0,16570000,1234567890
2024-02-17 00:00:00,ATM WITHDRAWAL,50000,0,16520000,1234567890
2024-02-17 06:00:00,SALARY PAYMENT,15000,0,16505000,1234567890
2024-02-17 12:00:00,SALARY PAYMENT,184000,0,16321000,1234567890
2024-02-17 18:00:00,BANK CHARGE COMMISSION,50000,0,16271000,1234567890
2024-02-18 00:00:00,ATM WITHDRAWAL,0,0,16271000,1234567890
2024-02-18 06:00:00,POS PURCHASE VENDOR X,50000,0,16221000,1234567890
2024-02-18 12:00:00,POS PURCHASE VENDOR X,184000,0,16037000,1234567890
2024-02-18 18:00:00,TRANSFER TO JOHN DOE,15000,0,16022000,1234567890
2024-02-19 00:00:00,BANK CHARGE COMMISSION,50000,0,15972000,1234567890
2024-02-19 06:00:00,BANK CHARGE COMMISSION,50000,0,15922000,1234567890
2024-02-19 12:00:00,ATM WITHDRAWAL,0,0,15922000,1234567890
2024-02-19 18:00:00,SALARY PAYMENT,50000,0,15872000,1234567890
2024-02-20 00:00:00,SALARY PAYMENT,5000,0,15867000,1234567890
2024-02-20 06:00:00,POS PURCHASE VENDOR X,50000,0,15817000,1234567890
2024-02-20 12:00:00,POS PURCHASE VENDOR X,15000,0,15802000,1234567890
2024-02-20 18:00:00,ATM WITHDRAWAL,5000,0,15797000,1234567890
2024-02-21 00:00:00,INWARD TRANSFER,0,100000,15897000,1234567890
2024-02-21 06:00:00,POS PURCHASE VENDOR X,15000,0,15882000,1234567890
2024-02-21 12:00:00,BANK CHARGE COMMISSION,0,100000,15982000,1234567890
2024-02-21 18:00:00,SALARY PAYMENT,50000,0,15932000,1234567890
2024-02-22 00:00:00,ATM WITHDRAWAL,50000,0,15882000,1234567890
2024-02-22 06:00:00,ATM WITHDRAWAL,50000,0,15832000,1234567890
2024-02-22 12:00:00,TRANSFER TO JOHN DOE,184000,0,15648000,1234567890
2024-02-22 18:00:00,POS PURCHASE VENDOR X,184000,0,15464000,1234567890
2024-02-23 00:00:00,SALARY PAYMENT,184000,0,15280000,1234567890
2024-02-23 06:00:00,POS PURCHASE VENDOR X,5000,0,15275000,1234567890
2024-02-23 12:00:00,BANK CHARGE COMMISSION,184000,0,15091000,1234567890
2024-02-23 18:00:00,INWARD TRANSFER,50000,0,15041000,1234567890
2024-02-24 00:00:00,BANK CHARGE COMMISSION,50000,0,14991000,1234567890
2024-02-24 06:00:00,INWARD TRANSFER,0,2400000,17391000,1234567890
2024-02-24 12:00:00,TRANSFER TO JOHN DOE,15000,0,17376000,1234567890
2024-02-24 18:00:00,BANK CHARGE COMMISSION,15000,0,17361000,1234567890
2024-02-25 00:00:00,SALARY PAYMENT,5000,0,17356000,1234567890
2024-02-25 06:00:00,SALARY PAYMENT,15000,0,17341000,1234567890
2024-02-25 12:00:00,BANK CHARGE COMMISSION,5000,0,17336000,1234567890
2024-02-25 18:00:00,POS PURCHASE VENDOR X,0,0,17336000,1234567890
2024-02-26 00:00:00,BANK CHARGE COMMISSION,50000,0,17286000,1234567890
2024-02-26 06:00:00,POS PURCHASE VENDOR X,50000,0,17236000,1234567890
2024-02-26 12:00:00,TRANSFER TO JOHN DOE,5000,0,17231000,1234567890
2024-02-26 18:00:00,INWARD TRANSFER,184000,0,17047000,1234567890
2024-02-27 00:00:00,BANK CHARGE COMMISSION,0,0,17047000,1234567890
2024-02-27 06:00:00,SALARY PAYMENT,50000,0,16997000,1234567890
2024-02-27 12:00:00,SALARY PAYMENT,50000,0,16947000,1234567890
2024-02-27 18:00:00,TRANSFER TO JOHN DOE,0,0,16947000,1234567890
2024-02-28 00:00:00,POS PURCHASE VENDOR X,5000,0,16942000,1234567890
2024-02-28 06:00:00,INWARD TRANSFER,184000,0,16758000,1234567890
2024-02-28 12:00:00,BANK CHARGE COMMISSION,5000,0,16753000,1234567890
2024-02-28 18:00:00,BANK CHARGE COMMISSION,0,0,16753000,1234567890
2024-02-29 00:00:00,ATM WITHDRAWAL,15000,0,16738000,1234567890
2024-02-29 06:00:00,SALARY PAYMENT,5000,0,16733000,1234567890
2024-02-29 12:00:00,BANK CHARGE COMMISSION,15000,0,16718000,1234567890
2024-02-29 18:00:00,TRANSFER TO JOHN DOE,0,100000,16818000,1234567890
2024-03-01 00:00:00,SALARY PAYMENT,15000,0,16803000,1234567890
2024-03-01 06:00:00,SALARY PAYMENT,50000,0,16753000,1234567890
2024-03-01 12:00:00,BANK CHARGE COMMISSION,15000,0,16738000,1234567890
2024-03-01 18:00:00,BANK CHARGE COMMISSION,184000,0,16554000,1234567890
2024-03-02 00:00:00,ATM WITHDRAWAL,184000,0,16370000,1234567890
2024-03-02 06:00:00,ATM WITHDRAWAL,0,100000,16470000,1234567890
2024-03-02 12:00:00,ATM WITHDRAWAL,184000,0,16286000,1234567890
2024-03-02 18:00:00,BANK CHARGE COMMISSION,15000,0,16271000,1234567890
2024-03-03 00:00:00,INWARD TRANSFER,50000,0,16221000,1234567890
2024-03-03 06:00:00,INWARD TRANSFER,0,2400000,18621000,1234567890
2024-03-03 12:00:00,TRANSFER TO JOHN DOE,5000,0,18616000,1234567890
2024-03-03 18:00:00,BANK CHARGE COMMISSION,50000,0,18566000,1234567890
2024-03-04 00:00:00,ATM WITHDRAWAL,5000,0,18561000,1234567890
2024-03-04 06:00:00,INWARD TRANSFER,0,2400000,20961000,1234567890
2024-03-04 12:00:00,BANK CHARGE COMMISSION,5000,0,20956000,1234567890
2024-03-04 18:00:00,SALARY PAYMENT,50000,0,20906000,1234567890
2024-03-05 00:00:00,SALARY PAYMENT,184000,0,20722000,1234567890
2024-03-05 06:00:00,SALARY PAYMENT,0,2400000,23122000,1234567890
2024-03-05 12:00:00,ATM WITHDRAWAL,184000,0,22938000,1234567890
2024-03-05 18:00:00,TRANSFER TO JOHN DOE,184000,0,22754000,1234567890
2024-03-06 00:00:00,INWARD TRANSFER,184000,0,22570000,1234567890
2024-03-06 06:00:00,INWARD TRANSFER,50000,0,22520000,1234567890
2024-03-06 12:00:00,POS PURCHASE VENDOR X,15000,0,22505000,1234567890
2024-03-06 18:00:00,ATM WITHDRAWAL,184000,0,22321000,1234567890
2024-03-07 00:00:00,SALARY PAYMENT,15000,0,22306000,1234567890
2024-03-07 06:00:00,POS PURCHASE VENDOR X,0,2400000,24706000,1234567890
2024-03-07 12:00:00,TRANSFER TO JOHN DOE,5000,0,24701000,1234567890
2024-03-07 18:00:00,POS PURCHASE VENDOR X,184000,0,24517000,1234567890
2024-03-08 00:00:00,BANK CHARGE COMMISSION,15000,0,24502000,1234567890
2024-03-08 06:00:00,INWARD TRANSFER,0,0,24502000,1234567890
2024-03-08 12:00:00,SALARY PAYMENT,50000,0,24452000,1234567890
2024-03-08 18:00:00,SALARY PAYMENT,0,100000,24552000,1234567890
2024-03-09 00:00:00,POS PURCHASE VENDOR X,50000,0,24502000,1234567890
2024-03-09 06:00:00,POS PURCHASE VENDOR X,5000,0,24497000,1234567890
2024-03-09 12:00:00,SALARY PAYMENT,5000,0,24492000,1234567890
2024-03-09 18:00:00,ATM WITHDRAWAL,15000,0,24477000,1234567890
2024-03-10 00:00:00,ATM WITHDRAWAL,50000,0,24427000,1234567890
2024-03-10 06:00:00,POS PURCHASE VENDOR X,50000,0,24377000,1234567890
2024-03-10 12:00:00,BANK CHARGE COMMISSION,5000,0,24372000,1234567890
2024-03-10 18:00:00,POS PURCHASE VENDOR X,0,2400000,26772000,1234567890
2024-03-11 00:00:00,BANK CHARGE COMMISSION,0,0,26772000,1234567890
2024-03-11 06:00:00,POS PURCHASE VENDOR X,15000,0,26757000,1234567890
2024-03-11 12:00:00,TRANSFER TO JOHN DOE,5000,0,26752000,1234567890
2024-03-11 18:00:00,TRANSFER TO JOHN DOE,5000,0,26747000,1234567890
2024-03-12 00:00:00,POS PURCHASE VENDOR X,184000,0,26563000,1234567890
2024-03-12 06:00:00,ATM WITHDRAWAL,15000,0,26548000,1234567890
2024-03-12 12:00:00,BANK CHARGE COMMISSION,5000,0,26543000,1234567890
2024-03-12 18:00:00,TRANSFER TO JOHN DOE,184000,0,26359000,1234567890
2024-03-13 00:00:00,BANK CHARGE COMMISSION,50000,0,26309000,1234567890
2024-03-13 06:00:00,INWARD TRANSFER,184000,0,26125000,1234567890
2024-03-13 12:00:00,SALARY PAYMENT,5000,0,26120000,1234567890
2024-03-13 18:00:00,ATM WITHDRAWAL,0,2400000,28520000,1234567890
2024-03-14 00:00:00,ATM WITHDRAWAL,15000,0,28505000,1234567890
2024-03-14 06:00:00,INWARD TRANSFER,50000,0,28455000,1234567890
2024-03-14 12:00:00,ATM WITHDRAWAL,0,100000,28555000,1234567890
2024-03-14 18:00:00,SALARY PAYMENT,15000,0,28540000,1234567890
2024-03-15 00:00:00,TRANSFER TO JOHN DOE,50000,0,28490000,1234567890
2024-03-15 06:00:00,SALARY PAYMENT,50000,0,28440000,1234567890
2024-03-15 12:00:00,INWARD TRANSFER,5000,0,28435000,1234567890
2024-03-15 18:00:00,SALARY PAYMENT,184000,0,28251000,1234567890
2024-03-16 00:00:00,SALARY PAYMENT,0,0,28251000,1234567890
2024-03-16 06:00:00,TRANSFER TO JOHN DOE,184000,0,28067000,1234567890
2024-03-16 12:00:00,TRANSFER TO JOHN DOE,5000,0,28062000,1234567890
2024-03-16 18:00:00,SALARY PAYMENT,5000,0,28057000,1234567890
2024-03-17 00:00:00,SALARY PAYMENT,0,0,28057000,1234567890
2024-03-17 06:00:00,INWARD TRANSFER,50000,0,28007000,1234567890
2024-03-17 12:00:00,BANK CHARGE COMMISSION,15000,0,27992000,1234567890
2024-03-17 18:00:00,SALARY PAYMENT,50000,0,27942000,1234567890
2024-03-18 00:00:00,BANK CHARGE COMMISSION,184000,0,27758000,1234567890
2024-03-18 06:00:00,ATM WITHDRAWAL,0,2400000,30158000,1234567890
2024-03-18 12:00:00,INWARD TRANSFER,5000,0,30153000,1234567890
2024-03-18 18:00:00,TRANSFER TO JOHN DOE,50000,0,30103000,1234567890
2024-03-19 00:00:00,BANK CHARGE COMMISSION,0,2400000,32503000,1234567890
2024-03-19 06:00:00,BANK CHARGE COMMISSION,15000,0,32488000,1234567890
2024-03-19 12:00:00,ATM WITHDRAWAL,5000,0,32483000,1234567890
2024-03-19 18:00:00,ATM WITHDRAWAL,50000,0,32433000,1234567890
2024-03-20 00:00:00,SALARY PAYMENT,5000,0,32428000,1234567890
2024-03-20 06:00:00,SALARY PAYMENT,184000,0,32244000,1234567890
2024-03-20 12:00:00,ATM WITHDRAWAL,15000,0,32229000,1234567890
2024-03-20 18:00:00,ATM WITHDRAWAL,15000,0,32214000,1234567890
2024-03-21 00:00:00,INWARD TRANSFER,15000,0,32199000,1234567890
2024-03-21 06:00:00,POS PURCHASE VENDOR X,184000,0,32015000,1234567890
2024-03-21 12:00:00,BANK CHARGE COMMISSION,50000,0,31965000,1234567890
2024-03-21 18:00:00,ATM WITHDRAWAL,50000,0,31915000,1234567890
2024-03-22 00:00:00,TRANSFER TO JOHN DOE,50000,0,31865000,1234567890
2024-03-22 06:00:00,BANK CHARGE COMMISSION,50000,0,31815000,1234567890
2024-03-22 12:00:00,ATM WITHDRAWAL,50000,0,31765000,1234567890
2024-03-22 18:00:00,ATM WITHDRAWAL,0,2400000,34165000,1234567890
2024-03-23 00:00:00,INWARD TRANSFER,184000,0,33981000,1234567890
2024-03-23 06:00:00,POS PURCHASE VENDOR X,15000,0,33966000,1234567890
2024-03-23 12:00:00,POS PURCHASE VENDOR X,50000,0,33916000,1234567890
2024-03-23 18:00:00,INWARD TRANSFER,50000,0,33866000,1234567890
2024-03-24 00:00:00,TRANSFER TO JOHN DOE,15000,0,33851000,1234567890
2024-03-24 06:00:00,POS PURCHASE VENDOR X,15000,0,33836000,1234567890
2024-03-24 12:00:00,TRANSFER TO JOHN DOE,0,2400000,36236000,1234567890
2024-03-24 18:00:00,BANK CHARGE COMMISSION,184000,0,36052000,1234567890
2024-03-25 00:00:00,BANK CHARGE COMMISSION,5000,0,36047000,1234567890
2024-03-25 06:00:00,POS PURCHASE VENDOR X,0,0,36047000,1234567890
2024-03-25 12:00:00,POS PURCHASE VENDOR X,5000,0,36042000,1234567890
2024-03-25 18:00:00,BANK CHARGE COMMISSION,0,100000,36142000,1234567890
2024-03-26 00:00:00,SALARY PAYMENT,184000,0,35958000,1234567890
2024-03-26 06:00:00,BANK CHARGE COMMISSION,184000,0,35774000,1234567890
2024-03-26 12:00:00,POS PURCHASE VENDOR X,5000,0,35769000,1234567890
2024-03-26 18:00:00,BANK CHARGE COMMISSION,50000,0,35719000,1234567890
